model_name,target_column,n_estimators,max_depth,min_samples_leaf,max_features,bootstrap,n_jobs,mean_tree_max_depth,median_tree_max_depth,max_tree_max_depth,train_rows,validation_rows,test_rows,train_positive_rate,validation_positive_rate,test_positive_rate
extra_trees,label_next_6h,200,18,5,sqrt,False,1,18.0,18.0,18,488782,114395,84637,0.001180485369755842,0.0006643647012544255,0.0005671278518851094
