model_name,target_column,solver,max_iter,iterations_completed,train_rows,validation_rows,test_rows,train_positive_rate,validation_positive_rate,test_positive_rate
logistic_regression_baseline,label_next_6h,saga,300,300,488782,114395,84637,0.001180485369755842,0.0006643647012544255,0.0005671278518851094
