model_name,display_name,config_name,training_seconds,validation_pr_auc,validation_roc_auc,validation_precision_at_50
extra_trees,Extra Trees,et_regularized,218.11086910002632,0.010833585466606548,0.5489618204782247,0.04
hist_gradient_boosting,Hist Gradient Boosting,hgb_base,47.45807719998993,0.009819941369841876,0.4964305286737965,0.12
